,estimator,mean_score,max_score,std_score,base_estimator__criterion,base_estimator__max_depth,base_estimator__min_samples_leaf,base_estimator__splitter,max_depth,min_samples_leaf,min_score,n_estimators,n_neighbors
296,AdaBoostClassifier,0.4794268910731212,0.5644171779141104,0.057628338322544374,gini,3,4,random,,,0.4087665647298675,1,
179,AdaBoostClassifier,0.459052463821498,0.5552147239263804,0.10863602435153412,gini,2,2,best,,,0.24668705402650357,7,
163,AdaBoostClassifier,0.4533440030671656,0.5552147239263804,0.11981941035753335,gini,2,1,best,,,0.218144750254842,7,
195,AdaBoostClassifier,0.4584408430263909,0.5552147239263804,0.10845526901700067,gini,2,3,best,,,0.24668705402650357,7,
178,AdaBoostClassifier,0.4782288726826353,0.5541922290388548,0.08982587520102571,gini,2,2,best,,,0.30275229357798167,5,
194,AdaBoostClassifier,0.4770056310924211,0.5541922290388548,0.08958320846426268,gini,2,3,best,,,0.30275229357798167,5,
225,AdaBoostClassifier,0.5135038065806988,0.5541922290388548,0.025488543001539136,gini,2,5,best,,,0.4750254841997961,3,
226,AdaBoostClassifier,0.47741337828915925,0.5541922290388548,0.08965675313196544,gini,2,5,best,,,0.30275229357798167,5,
176,AdaBoostClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,gini,2,2,best,,,0.46992864424057085,1,
210,AdaBoostClassifier,0.47741337828915925,0.5541922290388548,0.08965675313196544,gini,2,4,best,,,0.30275229357798167,5,
209,AdaBoostClassifier,0.5135038065806988,0.5541922290388548,0.025488543001539136,gini,2,4,best,,,0.4750254841997961,3,
208,AdaBoostClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,gini,2,4,best,,,0.46992864424057085,1,
160,AdaBoostClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,gini,2,1,best,,,0.46992864424057085,1,
161,AdaBoostClassifier,0.5135038065806988,0.5541922290388548,0.025488543001539136,gini,2,1,best,,,0.4750254841997961,3,
162,AdaBoostClassifier,0.4782288726826353,0.5541922290388548,0.08982587520102571,gini,2,1,best,,,0.30275229357798167,5,
193,AdaBoostClassifier,0.5137076801790676,0.5541922290388548,0.025428566362761022,gini,2,3,best,,,0.4750254841997961,3,
224,AdaBoostClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,gini,2,5,best,,,0.46992864424057085,1,
192,AdaBoostClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,gini,2,3,best,,,0.46992864424057085,1,
177,AdaBoostClassifier,0.5135038065806988,0.5541922290388548,0.025488543001539136,gini,2,2,best,,,0.4750254841997961,3,
330,DecisionTreeClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,,,,,2,1,0.46992864424057085,,
331,DecisionTreeClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,,,,,2,2,0.46992864424057085,,
332,DecisionTreeClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,,,,,2,3,0.46992864424057085,,
333,DecisionTreeClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,,,,,2,4,0.46992864424057085,,
334,DecisionTreeClassifier,0.5108569927661503,0.5541922290388548,0.028993133488307912,,,,,2,5,0.46992864424057085,,
180,AdaBoostClassifier,0.44253599280277955,0.5531697341513292,0.10313928117175916,gini,2,2,best,,,0.2619775739041794,9,
196,AdaBoostClassifier,0.44192437200767254,0.5531697341513292,0.10366782972596097,gini,2,3,best,,,0.2609582059123344,9,
164,AdaBoostClassifier,0.43417738330393413,0.5531697341513292,0.1185459982650416,gini,2,1,best,,,0.21916411824668705,9,
79,AdaBoostClassifier,0.5059344089599217,0.5530612244897959,0.027480122344140902,gini,,5,random,,,0.47298674821610603,15,
211,AdaBoostClassifier,0.4570118517003995,0.5521472392638037,0.11371577858451581,gini,2,4,best,,,0.23343527013251783,7,
227,AdaBoostClassifier,0.4564008562844285,0.5521472392638037,0.11538520187811219,gini,2,5,best,,,0.22935779816513763,7,
63,AdaBoostClassifier,0.4969600103225845,0.5520408163265306,0.03575579138575481,gini,,4,random,,,0.4475025484199796,15,
228,AdaBoostClassifier,0.43723465386604915,0.5501022494887525,0.11326697015024158,gini,2,5,best,,,0.23139653414882771,9,
140,AdaBoostClassifier,0.46943544217559446,0.5501022494887525,0.04957541440920607,gini,1,4,random,,,0.4016309887869521,9,
212,AdaBoostClassifier,0.4366217823126699,0.5501022494887525,0.11343949061350446,gini,2,4,best,,,0.23037716615698267,9,
181,AdaBoostClassifier,0.4449820573620717,0.5470347648261759,0.09844445089733005,gini,2,2,best,,,0.27522935779816515,11,
197,AdaBoostClassifier,0.44457431016533366,0.5470347648261759,0.09889656205055913,gini,2,3,best,,,0.2742099898063201,11,
230,AdaBoostClassifier,0.42377482930659366,0.5470347648261759,0.13192141258419415,gini,2,5,best,,,0.17737003058103976,13,
165,AdaBoostClassifier,0.42724505430396764,0.5470347648261759,0.13027479927055124,gini,2,1,best,,,0.18654434250764526,11,
38,AdaBoostClassifier,0.5120804296278088,0.5459183673469388,0.03261223640707712,gini,,3,best,,,0.4709480122324159,13,
213,AdaBoostClassifier,0.4641455489533387,0.5449897750511248,0.06926629663982464,gini,2,4,best,,,0.36187563710499493,11,
231,AdaBoostClassifier,0.4178570796810873,0.5449897750511248,0.13143839117743386,gini,2,5,best,,,0.1743119266055046,15,
107,AdaBoostClassifier,0.4587770940724651,0.5449897750511248,0.05772532291216784,gini,1,2,random,,,0.39059304703476483,7,
123,AdaBoostClassifier,0.4765712159425223,0.5449897750511248,0.0434749159274659,gini,1,3,random,,,0.42201834862385323,7,
229,AdaBoostClassifier,0.462103480592252,0.5439672801635992,0.06784858019823722,gini,2,5,best,,,0.36187563710499493,11,
93,AdaBoostClassifier,0.4638916411952298,0.5419222903885481,0.05742147092836303,gini,1,1,random,,,0.40468909276248727,11,
70,AdaBoostClassifier,0.5047176343004885,0.5418367346938775,0.027386677807672295,gini,,5,best,,,0.46279306829765543,13,
54,AdaBoostClassifier,0.5073825866625519,0.5388548057259713,0.03173100501106932,gini,,4,best,,,0.4536187563710499,13,
23,AdaBoostClassifier,0.48715073564368805,0.5387755102040817,0.03076981730584482,gini,,2,best,,,0.4444444444444444,15,
60,AdaBoostClassifier,0.4959314760594018,0.5377551020408163,0.025220686457974074,gini,,4,random,,,0.46687054026503566,9,
289,AdaBoostClassifier,0.5053296737167317,0.5377551020408163,0.026635006151508923,gini,3,4,best,,,0.46075433231396534,3,
273,AdaBoostClassifier,0.5045141793232555,0.5377551020408163,0.02704779234342954,gini,3,3,best,,,0.46075433231396534,3,
53,AdaBoostClassifier,0.5043038438992414,0.536734693877551,0.02197669937049183,gini,,4,best,,,0.47604485219164117,11,
305,AdaBoostClassifier,0.5051255920840785,0.536734693877551,0.026388544507766155,gini,3,5,best,,,0.46075433231396534,3,
186,AdaBoostClassifier,0.48288211590521646,0.5357873210633947,0.036864887687079094,gini,2,2,random,,,0.43934760448521915,5,
22,AdaBoostClassifier,0.48653536385004836,0.5357142857142857,0.0270688367907247,gini,,2,best,,,0.45871559633027525,13,
39,AdaBoostClassifier,0.5065668829585078,0.5357142857142857,0.03060670203164366,gini,,3,best,,,0.4648318042813456,15,
241,AdaBoostClassifier,0.5041066414370855,0.5357142857142857,0.026729950355850397,gini,3,1,best,,,0.46075433231396534,3,
257,AdaBoostClassifier,0.5039027678387165,0.5357142857142857,0.026853507897656986,gini,3,2,best,,,0.46075433231396534,3,
30,AdaBoostClassifier,0.49655748185092313,0.5346938775510204,0.030725784862348785,gini,,2,random,,,0.45871559633027525,13,
55,AdaBoostClassifier,0.5045173113240718,0.5337423312883436,0.024814405515277315,gini,,4,best,,,0.46687054026503566,15,
68,AdaBoostClassifier,0.4955241474837998,0.5336734693877551,0.0252087829407647,gini,,5,best,,,0.45871559633027525,9,
52,AdaBoostClassifier,0.49594899943805215,0.532719836400818,0.026351482807979606,gini,,4,best,,,0.4617737003058104,9,
45,AdaBoostClassifier,0.4938873222503387,0.5326530612244897,0.028456797049669937,gini,,3,random,,,0.4525993883792049,11,
46,AdaBoostClassifier,0.5059490134771757,0.5316973415132924,0.023904773633161576,gini,,3,random,,,0.4750254841997961,13,
29,AdaBoostClassifier,0.49510847966886046,0.5316326530612245,0.024829405070685744,gini,,2,random,,,0.4734151329243354,11,
47,AdaBoostClassifier,0.5118592598293328,0.5316326530612245,0.018642526986722568,gini,,3,random,,,0.48216106014271154,15,
314,AdaBoostClassifier,0.4663235287923916,0.5316326530612245,0.04129946421322975,gini,3,5,random,,,0.42201834862385323,5,
232,AdaBoostClassifier,0.4794123108052625,0.5306748466257669,0.0337627033532999,gini,2,5,random,,,0.43119266055045874,1,
37,AdaBoostClassifier,0.49735713500799666,0.5306122448979592,0.021438388588500563,gini,,3,best,,,0.46687054026503566,11,
169,AdaBoostClassifier,0.4640838380717289,0.5306122448979592,0.04614759180510563,gini,2,1,random,,,0.3944954128440367,3,
137,AdaBoostClassifier,0.474105372810838,0.5296523517382413,0.033878673639775,gini,1,4,random,,,0.42857142857142855,3,
256,AdaBoostClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,gini,3,2,best,,,0.49031600407747195,1,
152,AdaBoostClassifier,0.4761301105121511,0.5286298568507157,0.0339466030908037,gini,1,5,random,,,0.4427402862985685,1,
272,AdaBoostClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,gini,3,3,best,,,0.49031600407747195,1,
288,AdaBoostClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,gini,3,4,best,,,0.49031600407747195,1,
339,DecisionTreeClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,,,,,3,5,0.49031600407747195,,
304,AdaBoostClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,gini,3,5,best,,,0.49031600407747195,1,
338,DecisionTreeClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,,,,,3,4,0.49031600407747195,,
337,DecisionTreeClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,,,,,3,3,0.49031600407747195,,
336,DecisionTreeClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,,,,,3,2,0.49031600407747195,,
335,DecisionTreeClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,,,,,3,1,0.49031600407747195,,
240,AdaBoostClassifier,0.5100162687915263,0.5286298568507157,0.015879412128159083,gini,3,1,best,,,0.49031600407747195,1,
27,AdaBoostClassifier,0.48942107504715554,0.5275510204081633,0.03759964595529993,gini,,2,random,,,0.43017329255861364,7,
90,AdaBoostClassifier,0.48573697676665456,0.5265848670756647,0.02711592568423581,gini,1,1,random,,,0.4536187563710499,5,
248,AdaBoostClassifier,0.46612174191828293,0.5265306122448979,0.034776220414405104,gini,3,1,random,,,0.4199796126401631,1,
95,AdaBoostClassifier,0.4687977392416601,0.5265306122448979,0.047860485330397835,gini,1,1,random,,,0.3924566768603466,15,
31,AdaBoostClassifier,0.4955256101052079,0.5255102040816326,0.02138275252472926,gini,,2,random,,,0.4709480122324159,15,
77,AdaBoostClassifier,0.49389253714656345,0.5244897959183673,0.02220605361772968,gini,,5,random,,,0.46279306829765543,11,
44,AdaBoostClassifier,0.4930726650991347,0.5244897959183673,0.0206413443836471,gini,,3,random,,,0.46788990825688076,9,
283,AdaBoostClassifier,0.4412260634540302,0.523517382413088,0.04417387678391931,gini,3,3,random,,,0.4026503567787971,7,
202,AdaBoostClassifier,0.47901456329328224,0.523517382413088,0.0403760014540029,gini,2,3,random,,,0.42099898063200814,5,
259,AdaBoostClassifier,0.4626446351978438,0.523469387755102,0.04539455078810546,gini,3,2,best,,,0.38634046890927626,7,
275,AdaBoostClassifier,0.4636646285688249,0.523469387755102,0.04527514891547049,gini,3,3,best,,,0.3873598369011213,7,
158,AdaBoostClassifier,0.4594020622451341,0.5224948875255624,0.04919402425081017,gini,1,5,random,,,0.3761467889908257,13,
281,AdaBoostClassifier,0.4859333419865385,0.5224948875255624,0.026481964508305717,gini,3,3,random,,,0.4566768603465851,3,
122,AdaBoostClassifier,0.4761438611954416,0.5224489795918368,0.03752311568664689,gini,1,3,random,,,0.4169215086646279,5,
249,AdaBoostClassifier,0.4449316403171464,0.5214723926380368,0.0565341464769284,gini,3,1,random,,,0.34658511722731905,3,
204,AdaBoostClassifier,0.43309173661021794,0.5214723926380368,0.06028323029856326,gini,2,3,random,,,0.36493374108053006,9,
297,AdaBoostClassifier,0.4710397349311387,0.5214723926380368,0.04649251738452781,gini,3,4,random,,,0.38634046890927626,3,
290,AdaBoostClassifier,0.47816050087508416,0.5214285714285715,0.024300767576904456,gini,3,4,best,,,0.4475025484199796,5,
28,AdaBoostClassifier,0.4828733580447432,0.5214285714285715,0.028030260030209215,gini,,2,random,,,0.44648318042813456,9,
243,AdaBoostClassifier,0.45876603507202773,0.5204081632653061,0.04071779340508511,gini,3,1,best,,,0.3934760448521916,7,
61,AdaBoostClassifier,0.4983794256900899,0.5204081632653061,0.017509965761278487,gini,,4,random,,,0.4689092762487258,11,
242,AdaBoostClassifier,0.485306084160461,0.5183673469387755,0.023854735839156007,gini,3,1,best,,,0.4505606523955148,5,
21,AdaBoostClassifier,0.4828658547713939,0.5183673469387755,0.023184058890978812,gini,,2,best,,,0.45565749235474007,11,
71,AdaBoostClassifier,0.49245729968691476,0.5173824130879345,0.0190247236056136,gini,,5,best,,,0.46279306829765543,15,
111,AdaBoostClassifier,0.4002361776214586,0.5173469387755102,0.1368097747953266,gini,1,2,random,,,0.1325178389398573,15,
78,AdaBoostClassifier,0.5075656210965652,0.5173469387755102,0.011198640227017598,gini,,5,random,,,0.48827726809378186,13,
280,AdaBoostClassifier,0.47715697794849354,0.5163265306122449,0.03367654493152013,gini,3,3,random,,,0.43017329255861364,1,
307,AdaBoostClassifier,0.45591034717858925,0.5163265306122449,0.04165288037959854,gini,3,5,best,,,0.38634046890927626,7,
36,AdaBoostClassifier,0.4943092527906268,0.5153374233128835,0.02252732622516856,gini,,3,best,,,0.4648318042813456,9,
51,AdaBoostClassifier,0.48512993783093245,0.5153374233128835,0.03071412902348089,gini,,4,best,,,0.44648318042813456,7,
306,AdaBoostClassifier,0.47734438365503984,0.5153061224489796,0.022028628559649818,gini,3,5,best,,,0.4475025484199796,5,
35,AdaBoostClassifier,0.48655184067585866,0.5153061224489796,0.027462301323108267,gini,,3,best,,,0.4413863404689093,7,
276,AdaBoostClassifier,0.4644496912477679,0.5153061224489796,0.032158390662909785,gini,3,3,best,,,0.41922290388548056,9,
201,AdaBoostClassifier,0.47163342138416314,0.5153061224489796,0.0259801232668773,gini,2,3,random,,,0.436289500509684,3,
244,AdaBoostClassifier,0.4622375172090937,0.5142857142857142,0.03765617336363196,gini,3,1,best,,,0.4016309887869521,9,
94,AdaBoostClassifier,0.4622888072322417,0.5132924335378323,0.04848727819087189,gini,1,1,random,,,0.39755351681957185,13,
67,AdaBoostClassifier,0.4791975913458758,0.513265306122449,0.025855309255051775,gini,,5,best,,,0.4444444444444444,7,
19,AdaBoostClassifier,0.47757932583363366,0.5122699386503068,0.031235311588644316,gini,,2,best,,,0.43017329255861364,7,
91,AdaBoostClassifier,0.45471066323754694,0.5122448979591837,0.041773067712966176,gini,1,1,random,,,0.40468909276248727,7,
218,AdaBoostClassifier,0.473658400303143,0.5122448979591837,0.02664616760688112,gini,2,4,random,,,0.4352701325178389,5,
50,AdaBoostClassifier,0.4890027027865235,0.5122448979591837,0.02555624264763188,gini,,4,best,,,0.44954128440366975,5,
274,AdaBoostClassifier,0.4804010301143028,0.5112244897959184,0.020819061152744504,gini,3,3,best,,,0.44852191641182465,5,
298,AdaBoostClassifier,0.4512070812828236,0.5112244897959184,0.031607472872176426,gini,3,4,random,,,0.417940876656473,5,
62,AdaBoostClassifier,0.4898073577004018,0.5112244897959184,0.018138392491093412,gini,,4,random,,,0.46687054026503566,13,
292,AdaBoostClassifier,0.4636489991955582,0.5112244897959184,0.024129215132219186,gini,3,4,best,,,0.4447852760736196,9,
124,AdaBoostClassifier,0.46980335527393075,0.5112244897959184,0.029141557488849775,gini,1,3,random,,,0.4230377166156983,9,
69,AdaBoostClassifier,0.4883867119951675,0.5102249488752556,0.02072265332062504,gini,,5,best,,,0.45158002038735984,11,
200,AdaBoostClassifier,0.4889952007894582,0.5102249488752556,0.01914461559617064,gini,2,3,random,,,0.46075433231396534,1,
258,AdaBoostClassifier,0.47999432564155287,0.5102040816326531,0.020615436371037597,gini,3,2,best,,,0.44852191641182465,5,
234,AdaBoostClassifier,0.4665374173909259,0.5102040816326531,0.029382295143549828,gini,2,5,random,,,0.4352701325178389,5,
166,AdaBoostClassifier,0.42048116287846443,0.5091836734693878,0.11040129432131805,gini,2,1,best,,,0.21508664627930682,13,
121,AdaBoostClassifier,0.45325165498930664,0.5091836734693878,0.032132821919751864,gini,1,3,random,,,0.4087665647298675,3,
75,AdaBoostClassifier,0.48409348294954835,0.5081799591002045,0.01784124685656761,gini,,5,random,,,0.45769622833843016,7,
203,AdaBoostClassifier,0.44712335680036636,0.5081632653061224,0.03512240851298086,gini,2,3,random,,,0.4036697247706422,7,
217,AdaBoostClassifier,0.47695081469671596,0.5081632653061224,0.044520191686793276,gini,2,4,random,,,0.39143730886850153,3,
168,AdaBoostClassifier,0.4583618614703531,0.5071574642126789,0.025622844521268937,gini,2,1,random,,,0.43149284253578735,1,
92,AdaBoostClassifier,0.46126151862219533,0.5071574642126789,0.043930925440588055,gini,1,1,random,,,0.40061162079510704,9,
312,AdaBoostClassifier,0.4887827811937518,0.5071574642126789,0.0144503534437889,gini,3,5,random,,,0.4709480122324159,1,
214,AdaBoostClassifier,0.4596307314881075,0.5071428571428571,0.050334517110034054,gini,2,4,best,,,0.39755351681957185,13,
43,AdaBoostClassifier,0.4893952354022789,0.5061349693251533,0.014011546496120287,gini,,3,random,,,0.47298674821610603,7,
66,AdaBoostClassifier,0.4781803228411306,0.5061349693251533,0.021246516130164487,gini,,5,best,,,0.4434250764525994,5,
215,AdaBoostClassifier,0.4268047912210043,0.5061349693251533,0.09866776865564758,gini,2,4,best,,,0.24770642201834864,15,
20,AdaBoostClassifier,0.48776633078701914,0.5061224489795918,0.01636449645856352,gini,,2,best,,,0.4648318042813456,9,
277,AdaBoostClassifier,0.44835994066300644,0.5061224489795918,0.03384077975334542,gini,3,3,best,,,0.4016309887869521,11,
185,AdaBoostClassifier,0.47675507230340025,0.5051020408163265,0.028568237733790493,gini,2,2,random,,,0.43425076452599387,3,
59,AdaBoostClassifier,0.4793985499117003,0.5051020408163265,0.021522542543071413,gini,,4,random,,,0.4475025484199796,7,
73,AdaBoostClassifier,0.4499965757301589,0.5040899795501023,0.030856494326896654,gini,,5,random,,,0.41922290388548056,3,
139,AdaBoostClassifier,0.47490561816366483,0.5040816326530613,0.022039886031197175,gini,1,4,random,,,0.4413863404689093,7,
220,AdaBoostClassifier,0.4373722564202507,0.5030674846625767,0.05586302461539839,gini,2,4,random,,,0.3343527013251784,9,
278,AdaBoostClassifier,0.42653858774330916,0.503061224489796,0.05711101132723002,gini,3,3,best,,,0.3292558613659531,13,
313,AdaBoostClassifier,0.4806274339532627,0.5020449897750511,0.01688753271884247,gini,3,5,random,,,0.46279306829765543,3,
264,AdaBoostClassifier,0.4728689816670745,0.5020449897750511,0.0334139144288673,gini,3,2,random,,,0.4108053007135576,1,
291,AdaBoostClassifier,0.4534640784138649,0.5020408163265306,0.03762986187589774,gini,3,4,best,,,0.38634046890927626,7,
170,AdaBoostClassifier,0.4504378687742709,0.5020408163265306,0.06712998830512674,gini,2,1,random,,,0.31906218144750254,5,
76,AdaBoostClassifier,0.4914318935956965,0.5010224948875256,0.005904033427772659,gini,,5,random,,,0.4831804281345566,9,
108,AdaBoostClassifier,0.47308493529304185,0.5010224948875256,0.028900339492314478,gini,1,2,random,,,0.43730886850152906,9,
171,AdaBoostClassifier,0.44223081033693,0.5010204081632653,0.03631271917099084,gini,2,1,random,,,0.3873598369011213,7,
125,AdaBoostClassifier,0.45242846077475285,0.5005096839959225,0.037942060272403655,gini,1,3,random,,,0.3893985728848114,11,
42,AdaBoostClassifier,0.47899060361466594,0.5,0.015458998191717891,gini,,3,random,,,0.4566768603465851,5,
34,AdaBoostClassifier,0.4694024987342454,0.5,0.02316405356113718,gini,,3,best,,,0.4413863404689093,5,
182,AdaBoostClassifier,0.4353620632508458,0.5,0.0786638549217335,gini,2,2,best,,,0.29867482161060144,13,
198,AdaBoostClassifier,0.4351581896524769,0.5,0.07927044868600215,gini,2,3,best,,,0.2966360856269113,13,
154,AdaBoostClassifier,0.45897492063747325,0.4989795918367347,0.026139442399986428,gini,1,5,random,,,0.43119266055045874,5,
126,AdaBoostClassifier,0.42429869026464645,0.49795918367346936,0.06180010098654498,gini,1,3,random,,,0.3160040774719674,13,
167,AdaBoostClassifier,0.41619752893559064,0.49795918367346936,0.11322524813072854,gini,2,1,best,,,0.20285423037716616,15,
183,AdaBoostClassifier,0.423332896844222,0.49795501022494887,0.10135379121424697,gini,2,2,best,,,0.23343527013251783,15,
199,AdaBoostClassifier,0.4212941608605319,0.49795501022494887,0.10249337974655057,gini,2,3,best,,,0.23139653414882771,15,
104,AdaBoostClassifier,0.4583662391243058,0.49693251533742333,0.01928401905926792,gini,1,2,random,,,0.44852191641182465,1,
138,AdaBoostClassifier,0.4577904538299814,0.49693251533742333,0.05555143883788348,gini,1,4,random,,,0.3516819571865443,5,
173,AdaBoostClassifier,0.44590807666944005,0.49591002044989774,0.028819529094807513,gini,2,1,random,,,0.4122448979591837,11,
58,AdaBoostClassifier,0.4665509830130435,0.49591002044989774,0.02656997996115884,gini,,4,random,,,0.42507645259938837,5,
